text,category
"['초보', '수준', '턱걸이', '대부분']",sports
"['근육', '부피', '증가', '분활', '스트렝스', '증가', '분활', '컷팅', '분활', '추천']",sports
['운동'],sports
"['헬스장', '개월', '영상', '발견']",sports
"['생각', '그냥', '분할', '휴식', '분할', '휴식']",sports
"['일단', '몸살', '분할']",sports
"['이분', '영상', '매스', '이란', '그것', '주일', '그거', '방법']",sports
"['상체', '하체', '휴식', '상체', '하체', '휴식', '상체', '하체', '휴식', '토일', '필요']",sports
"['징징', '근육']",sports
"['헬스년차', '분할', '분할', '자극', '사람', '분할', '회정', '운동', '진짜', '생각', '방법', '운동', '하루', '시간', '번만', '분할', '추천']",sports
"['헬린이', '아주', '정보', '휴식', '기간', '하루', '슈퍼', '세트', '추가', '휴식', '건가']",sports
"['그냥', '본인', '최고', '초보자', '영상', '헬창형들']",sports
"['부위', '세트', '변화']",sports
"['분할', '루틴', '달차', '시간', '부위', '중량', '세트', '보조', '부위', '자극', '세트', '팔이', '복근', '산소', '스트레칭', '보충', '샤워', '시간']",sports
"['상체', '운동', '시간', '하체', '보조', '도저히', '초보자', '겨냥', '만큼', '만약', '전날', '다음', '근육', '제대로', '자극', '데드리프트', '거의', '생각']",sports
"['영상', '분할', '운동', '방법', '보통', '시간', '부위', '별로', '해도', '기본', '시간', '훌쩍']",sports
"['여기', '헬스', '초보자', '분할', '하라', '이유', '운동', '수가', '분할', '시간']",sports
"['횟수', '세트', '홀깃', '헬린', '인증']",sports
"['상체', '하체', '휴식', '가슴', '하체', '휴식']",sports
"['분활', '하체', '상체', '앞뒤']",sports
"['운동', '분할', '런닝', '매일']",sports
"['분할', '하루', '데드', '벤치', '중량', '하루', '로우', '스쿼트', '중량', '주로', '시간', '시간', '반정', '경력', '정도', '분할', '정도', '분할', '사실', '내츄럴', '중량', '영양', '분할', '익스트림', '회의', '중량', '정도', '관리증량', '분할', '이유', '종목', '하루', '건너', '증량', '속도', '자주', '만큼', '자세', '연습', '정도', '어깨', '관절', '스쿼트', '스쿼트', '스쿼트', '대략', '헬린', '즈음', '지난', '분할', '통한', '성장', '제일', '이건', '분할', '중요성', '증량', '중요성', '같슴다', '득근']",sports
"['지금', '가슴', '하체', '어깨']",sports
"['어깨', '다리', '코어', '주말', '맨몸', '운동', '스트레칭', '마사지', '좀더', '피로', '풀때', '건강', '주스', '섭취']",sports
"['주일', '분할', '시절', '강제', '수행', '스트렝스', '쌔지', '무게', '근비', '대도', '급성', '덕분', '하루', '부위', '해도', '체지방', '성장', '효율', '신선', '고수', '의미']",sports
"['덤벨', '하체', '운동', '무엇']",sports
"['불가', '리안', '스플릿', '스쿼트', '고블릿', '스쿼트', '덤벨', '힙쓰', '러스트', '덤벨', '스티', '데드리프트']",sports
"['분할', '볼륨', '시간', '시간', '안나', '분할']",sports
"['얼마나', '운동', '강도', '시간', '분할', '종목', '시간', '종목', '갯수', '그대로', '운동', '강도']",sports
"['분할', '데드', '에바', '허리', '피로', '맥스']",sports
"['일반인', '운동선수', '이상', '분할', '하든', '차이', '생각', '본인', '생활', '패턴', '분할', '운동', '가장', '방법', '정답', '생각']",sports
"['풀업', '푸쉬업', '스쿼트', '일반인', '적임']",sports
"['헬스초보', '정보']",sports
"['영상', '진짜', '쓸모', '분할', '개인', '생활', '체질', '감당', '운동', '강도', '분할', '분할', '능동', '해도']",sports
"['알고리즘', '요리', '채널', '보고', '운동', '짜샤']",sports
"['단어', '풀업']",sports
"['자료', '자료', '출처', '방향성', '제시', '맹목', '신뢰']",sports
"['그냥', '약점', '부위', '강점', '부위', '한주', '한번', '강점', '강점', '약점', '약점', '운동']",sports
"['진행', '시간', '정도', '컨디션', '조절']",sports
"['횟수', '지식', '운동', '입맛', '런가', '그냥', '기분', '중량', '지기', '부상']",sports
[],sports
"['세트', '손실', '세트', '정도']",sports
"['하루', '세트', '컨디션', '조절', '운동']",sports
"['루틴', '공유']",sports
"['분할', '약물', '운동', '년차', '내츄럴', '유전', '약물', '차이']",sports
"['월요일', '가슴', '목요일', '이두']",sports
"['일주일', '거의', '헬린이', '하나요', '운동', '거의', '매일', '분할']",sports
"['어뭐', '운동', '매일', '노근']",sports
"['월요일', '가슴', '목요일', '이두']",sports
"['상체', '하체', '상체']",sports
"['어깨', '매일', '어깨', '지면']",sports
"['분할', '개개인', '하체', '컨디션', '강도', '저하', '진행']",sports
"['어그', '제목', '눈길', '일반인', '분할', '분할', '구력', '과부', '운동', '일주일', '볼륨', '빈도', '볼륨', '높이', '빈도', '자기', '운동', '환경', '구력', '회복', '무슨', '마냥', '분할', '강조', '눈살', '분할', '어찌', '차라리', '헬스', '초보자', '분할', '영상', '마무리', '햇음', '어땟을까']",sports
"['처음', '덩어리', '위주', '관심', '의지', '세부', '낫다', '생각', '함외', '사근', '신경', '자기', '근력', '신체', '자세', '분할', '방법', '고구마']",sports
"['휴식', '휴식']",sports
"['분할', '최대', '단점', '이상일', '분할', '효과', '운동', '시간']",sports
"['반대', '시작', '헬린이', '자극']",sports
"['영상', '보시', '어깨', '하체']",sports
"['분할', '시간', '하루', '스트레칭', '추가', '시간', '그냥', '시간', '정도', '다른사람', '기구', '사용', '중이', '살짝', '시간', '초보', '볼때']",sports
"['분할', '시간', '네오', '다시', '분할', '집중', '헬린', '무리']",sports
"['운동', '종목']",sports
"['그냥', '홈트', '하루', '하루', '스쿼트', '개개', '세트', '가지', '가요', '말씀', '상체', '하체']",sports
"['헬스', '시작', '분할', '영상', '보고', '분할', '시작', '처음', '도움', '좀더', '부위', '집중', '분할', '상대', '운동', '시간', '단축', '시간', '핑계', '퇴근', '주일', '주말']",sports
"['근력', '부위', '종목', '기별']",sports
"['자신', '생활', '루틴', '개인', '휴식시간', '한번', '운동', '오히려', '자주', '득근']",sports
"['웜업', '시간', '이상', '운동', '자극', '개월', '체전', '가슴', '하체', '분할', '분할', '가다가', '요즘', '가슴', '하체', '전후', '분할', '진행중', '요즘', '분할', '운동', '변화', '보임']",sports
"['경우', '생활', '패턴', '분할', '사실', '분할', '상체', '경우', '가슴', '만해', '시간', '복근', '산소', '빡세', '집중', '그냥', '분할']",sports
"['하루', '운동', '시간']",sports
"['분할', '기전', '운동', '하자']",sports
"['회사원', '보충', '식물성', '프로', '가루', '가슴', '생각', '레이', '헬린이', '매일', '분할', '로만', '근육', '졸라', '늡니', '고민', '시간', '밀면', '그냥']",sports
"['가슴', '어깨', '분할', '패션', '근육', '목표', '하체', '과감', '스킵', '추천']",sports
"['하루', '취미', '운동', '시간', '생각', '인간', '운동', '게임', '거의']",sports
"['운동', '유행', '분할', '분할', '댓글', '병림픽', '년전']",sports
"['휴식', '인터', '벌이', '산소', '해도']",sports
"['세트', '중량', '횟수', '수행', '정도', '설정', '워밍업', '세트', '정도']",sports
"['분할', '그냥', '운동', '생각', '분할', '정신']",sports
"['자세', '근육', '분할', '의미', '자세', '분할', '신경', '그냥', '매일', '자세', '연습']",sports
"['비대', '목적', '분할', '루틴', '웜업', '세트', '하루', '시간', '두시', '이상', '시간', '시간', '생각', '타겟', '집중', '분할', '다시', '자극', '무조건', '분할', '능사', '본인', '생활', '패턴', '운동', '습관', '루틴']",sports
"['앤써', '데이비스', '분할', '루틴', '운동', '하루', '분할', '루틴', '운동', '수행', '시간', '여건', '경우', '분할', '경우', '분할', '운동', '시간', '시간', '시간', '운동', '할애', '시간', '간반', '이상은']",sports
"['분할', '주일', '운동', '주일', '백수', '어쩌', '분할', '일로', '하라', '증량해', '횟수', '세트', '건데', '헬린이쉑들', '소리', '직장', '주일', '해도', '하나', '유튜브', '보고', '수면시간', '시간']",sports
"['그냥', '본인', '가장']",sports
"['그냥', '분할', '사람', '분할', '분할', '사람', '분할', '거임']",sports
"['수요일', '화요일', '토요일', '일요일', '분할', '루틴']",sports
"['분할', '운동', '처음', '전신', '본인', '환경', '운동', '최고', '생각']",sports
"['분할', '상체', '위주', '운동', '하체', '자전거', '한강', '정도', '노력', '본인', '환경', '운동', '최고', '동감']",sports
"['분할', '뭔가', '상체', '하체', '구분', '하루', '가용']",sports
"['신경계', '강도']",sports
"['저번', '초보자', '분할', '근성', '가장', '다해', '분할', '진행중', '이번', '분할', '가장', '목표', '헬린', '구원']",sports
"['기준', '잘못', '건가', '가슴', '다음', '운동', '도안', '초기', '매일']",sports
"['항상', '보고', '분할', '도전', '지금', '허리', '디스크', '악화', '하체', '맨몸', '스쿼트', '맨몸', '이정', '운동', '도로', '분할', '해도']",sports
"['상식', '생각', '해도', '질문', '그게', '운동', '그냥', '헬스장', '굿모닝', '데드', '레그컬', '장요', '자극', '일주일']",sports
"['허리', '디스크', '약간', '하체', '블릿', '스쿼트', '스플릿', '스쿼트', '익스', '텐션', '레그컬', '위주', '레그프레스', '레그프레스', '척추', '중립', '허리']",sports
"['아주', '방사', '통과', '약간', '저림', '주의', '정도', '디스크', '무조건', '프리웨이']",sports
"['허리', '디스크', '정도', '신지', '머신', '이용', '일반', '프리웨이', '허리', '부담', '맨몸', '운동', '과부', '지속', '가기', '때문', '익스', '텐션', '레그컬', '레그프레스', '머신', '이용', '하체', '운동', '추천']",sports
"['분할', '식단', '운동', '기본', '병행', '비로소', '의미']",sports
"['분할', '빡세', '다음', '운동', '시간', '시간', '고운동', '운동', '피로', '직장', '지장', '분할']",sports
"['분할', '정답', '분할', '정도', '강도', '본인', '자신', '때문', '분할', '운동', '본인', '정도', '강도', '운동', '생각']",sports
"['휴식', '유산소운동', '인터', '가요', '휴식', '가요', '뭔가', '성장']",sports
"['그냥', '런닝', '정도', '사실', '휴식', '성장', '도움', '휴식', '근육', '걱정', '모두']",sports
"['이건희', '중강', '도로', '할랬는데', '조금']",sports
"['다이어트', '산소', '생각', '그다음', '중량', '운동']",sports
"['운동', '시간', '존나', '분할']",sports
"['컨디션', '루틴', '분할', '부위', '별로', '제일']",sports
"['우영', '운동', '일이', '편이', '분할', '기본', '그때', '그때', '빡세', '이틀', '근육', '회복']",sports
"['일반인', '습관', '생기', '부위', '별로', '근육', '샤워', '주일', '헬스장', '분할', '전신']",sports
"['웨이', '시간', '집중', '분할', '주일', '이틀', '근육', '안달']",sports
"['정답', '알체', '근육', '불감증']",sports
"['운동', '기계', '관절', '근육', '생각', '휴식', '필수', '생각', '운동', '볼륨']",sports
"['하루', '근육', '불감증', '느낌']",sports
"['이틀', '근육', '불감증', '빡세']",sports
"['운동', '세트', '인대', '웜업', '포함', '세트', '정도']",sports
"['시간', '핑계', '직장', '일주일', '헬스장', '겨우', '시간', '운동', '헬린이', '섬네일', '왼쪽', '사진', '정도', '세상', '다가', '기분']",sports
"['분할', '분할', '생각', '중이', '분할', '볼륨', '피곤', '이도', '운동', '살짝', '느낌', '분할', '설명', '자체', '댓글', '처럼', '분할', '휴식', '분할', '휴식', '방법', '웨이', '시간', '집중']",sports
"['어깨', '이두', '가슴', '하체', '이건', '분할', '해도']",sports
"['분할', '대신', '회복', '시간', '만큼', '운동', '해당', '부위', '집중']",sports
"['헬스장', '허락', '시간', '사람', '상체', '시간', '분할']",sports
"['분할', '분할', '근육', '연속', '조지', '사람', '회복', '달라']",sports
"['분할', '휴식', '정도', '부터', '말씀', '분할', '부상', '운동']",sports
"['필소굿', '지금', '운동', '출근', '준비']",sports
"['회사', '운동', '스케줄', '타의']",sports
"['이정', '근육']",sports
"['헬스년차', '초보', '다년', '분할', '진행', '매우', '도움', '분할', '지금', '분할', '분할', '변경']",sports
"['구리', '바벨', '스쿼트', '기구', '빈봉', '시작', '그때', '무게', '처음', '팔굽혀펴기', '맨몸', '스쿼트', '각각', '세트', '세트', '기준', '잡고', '시작']",sports
"['헬린', '주일', '분할', '하체', '조금', '매번', '안나', '자극', '부위', '그냥']",sports
"['슨도', '어깨', '주일', '한번', '운동', '얼마나', '강도', '다른', '성장', '올림피아', '선수', '강도', '목요일', '운동', '라면', '주말', '한번', '분할', '추천']",sports
"['김성영', '루틴', '수금', '성장', '가요']",sports
"['중량', '다음', '컨디션', '싸이클', '하루', '다시', '컨디션']",sports
"['매번', '안나', '자극', '부위', '생기', '루틴', '변화', '본인', '강점', '약점', '부위', '상황', '구성', '운동']",sports
"['복근', '복근', '편식']",sports
"['운동', '시간', '시간', '이상', '운동', '효율']",sports
"['효율', '효율', '운동', '헬창입니', '트레이너', '친구', '운동', '시간', '가까이', '단기간', '폭발', '지난날', '후회', '효율', '효율', '그냥', '부위', '그게', '친구', '트레이너', '사레', '레할', '모근', '닥치고', '하라']",sports
"['사람', '각자', '지구력', '근력', '피지', '때문', '정답', '본인', '시간', '집중', '체크']",sports
"['순수', '운동', '시간', '시간', '세트', '사이', '휴식시간', '시간', '안넘', '수가']",sports
"['수금', '운동', '상체', '하체', '해도', '근육']",sports
['수가'],sports
"['년전', '인자', '정자', '시절', '분할', '주일', '분할', '현재', '루틴', '맨몸', '정도', '효과', '보고']",sports
"['초보자', '분할', '해도', '근육', '성장']",sports
"['최상', '컨디션', '겨우', '헬린이였', '지금', '조금', '헬린', '사실', '정보', '정도', '경력', '이상', '정보', '참고', '적용', '다만', '직장인', '지라', '야근', '회식', '등등', '일주일', '시간', '시간', '이하', '로만', '지금', '개월차', '나름', '근육', '섬네일', '근육', '목적', '초보자', '그냥', '헬스장', '놨다', '의미']",sports
"['초보자', '분할', '해도', '어차피', '초보자', '부위', '빡세', '운동', '때문', '최대한', '하루', '부위', '운동', '자극', '신경계', '발달', '목적', '처음', '헬스시작할때', '일주일', '일요일', '분할', '효과']",sports
"['한계', '초보', '정도', '근성', '육성', '빡세', '분할', '운동', '성장', '도움']",sports
"['개월', '내용', '가요']",sports
"['어쩜', '브로', '루틴', '보고', '종목', '세트', '가슴', '이두', '다음', '어깨', '하체', '대신', '다른', '토요일', '그냥', '근육', '위주', '로만', '대충', '중간', '상체', '시간', '어깨', '하체', '대충', '시간', '정도', '모든', '세트', '본문', '무조건', '운동', '세트', '가지', '간다', '생각', '사람', '근육', '대부분', '세트', '정도']",sports
"['애시', '당초', '분할', '목적', '휴식', '목적', '주일', '차라리', '분할', '분할', '어깨', '시간', '부상', '위험']",sports
"['분할', '상체', '하체', '로만', '크게', '전체', '근육', '가슴', '운동', '다음', '운동', '자극', '주기', '이건']",sports
"['박진수', '기본', '풀업', '데드', '세트', '상부', '광배', '운동', '중하', '광배', '해도', '시간', '피로', '세트', '스트레칭', '롤러', '생각', '시간', '이상', '간다', '봐야쥬']",sports
"['분할', '어찌', '진짜', '분할', '포기', '일부러', '어깨', '일반인', '분할', '어딘가', '하자', '발생', '글구', '분할', '정도', '타협', '주일', '분할', '주일', '분할', '분할', '조지', '사람', '분할', '절대로']",sports
"['하체', '헬스장', '무슨', '가오', '하체']",sports
"['상체', '하체', '효과', '가요', '슬업', '밀고', '기기', '효과']",sports
"['추천', '상체', '하체']",sports
"['분할', '근육']",sports
[],sports
"['현상', '하체', '전체', '볼륨', '세트', '이야기', '스쿼트', '세트', '익스', '텐션', '세트', '레그프레스', '세트', '세트', '볼륨', '분명', '관절', '인대', '신경계', '손상', '만약', '통증', '부상', '운동', '제대로']",sports
"['강우진', '상하', '상하', '상하', '무리', '오늘', '운동', '강도']",sports
"['현상', '내추럴', '하체', '세트', '오버', '트레이닝', '만약', '수행', '능력', '운동', '제대로']",sports
"['볼륨', '가운데', '스데드', '무게', '금줄', '횟수', '볼륨', '신경계', '피로']",sports
"['쿤데라', '아하', '역시']",sports
"['드가좌', '아하', '헬스', '초보', '발언']",sports
"['쿤데라', '진짜', '스트렝스', '파워리프팅', '일반인', '지점', '중량', '영양', '운동', '프로', '밀리', '운동', '사실', '흉내', '제대로', '네거티브', '이완', '수축', '수도', '그냥', '답임']",sports
"['파워', '빌딩', '정말', '보이', '이도', '프로그램', '스트렝스', '프로그램', '중량', '비대', '프로그램', '근육', '우리', '현실', '스트렝스', '비대', '향상', '도모', '마리', '토끼', '십상', '초보자', '라면', '해도', '발전', '적극', '시도', '보시', '추천']",sports
"['스트레칭', '산소', '근해']",sports
"['초보', '자시', '헬스', '달동', '분할']",sports
"['크게', '크게', '복합', '다관', '운동', '위주', '자세', '중량', '반복', '분할', '중량', '부위', '운동', '시작', '자연', '분할', '분할']",sports
"['님드', '해인', '감비환', '한번', '채감']",sports
"['시작', '한지', '일주일']",sports
"['영상', '보고', '포기', '이제', '별루', '오늘', '간식', '하하']",sports
"['운동', '하루', '한번', '식단', '병행', '개월', '계속', '유지', '역시', '개월', '야금', '야금', '오늘', '다시', '오늘', '부부', '핵핵핵', '운동', '식단', '관리', '다시', '시작', '화이팅']",sports
"['고닥교', '진학', '치마', '목표', '고닥교', '룸메']",sports
['감량'],sports
"['공복', '산소', '오늘', '화이팅']",sports
"['이제', '일차', '하루', '운동', '자기', '얼굴', '마사지', '원래', '비만', '지금', '일차', '벌써', '돌파', '아침', '중간', '중간', '격려', '말씀', '부부']",sports
"['오늘', '다이어트', '일차', '식단', '관리', '걷기', '반복', '오늘', '아침', '몸무게', '확인', '무려', '로나', '근육통', '둘째', '오늘', '근육통', '처음', '진짜', '다음', '다른', '홈트', '병행']",sports
"['효과', '하루', '정도', '얼굴', '약간']",sports
"['살이', '정말', '운동', '완료']",sports
['운동'],sports
"['아침', '공복', '줄넘기', '십분', '빼기', '중간', '동작', '점핑', '대체', '마지막', '스트레칭', '주룩주룩', '오늘', '일주일', '동안', '오늘', '루틴', '그대로', '효과', '산소', '마냥', '줄넘기', '진짜', '눈물', '물이', '뚝뚝', '뚝임']",sports
"['전부', '칼로리', '정도', '소모']",sports
"['뱃살', '뱃살', '스트레칭']",sports
"['살이', '다시', '운동', '정말', '효과', '유지']",sports
[],sports
['완료'],sports
"['일차', '사이', '운동', '주일', '한번', '진짜', '다시', '운동', '시작', '언제', '세영', '영상']",sports
"['동영상', '진도', '다시', '진도', '독자']",sports
"['님드', '해인', '감비환', '한번', '채감']",sports
"['땀땀', '줄이얌', '킁카킁카']",sports
"['재발', '바람', '다시', '살이', '시작', '원래', '몸무게', '시작', '때문', '일만', '키로', '부부', '운동', '달동', '도움', '영상', '감사']",sports
['바로'],sports
['고백'],sports
"['하루', '다리', '알배겨']",sports
"['부부', '운동', '영상', '정말', '에너지', '좋숩니']",sports
"['년전', '부부', '영상', '시행']",sports
['다이어트'],sports
"['오늘', '운동', '완료', '항상']",sports
"['부부', '어디', '건가', '영상', '이상', '걱정']",sports
"['동안', '끝내', '오늘', '가프']",sports
"['진짜', '진쨔']",sports
"['정말', '다음', '근육통', '변기']",sports
"['액티', '브레스트', '스쿼트', '경지', '부부', '레벨']",sports
"['운동', '한번', '해골', '진짜', '중간', '끊음', '내일', '운동', '시간']",sports
"['일차', '완료', '일차', '완료']",sports
"['식단', '조절']",sports
[],sports
"['땅크', '선생님', '영상', '칼로리', '정도', '소모']",sports
"['처음', '매일', '영상']",sports
"['쉬위', '동작', '결코', '효과', '도기']",sports
['샤워'],sports
"['진짜', '여기', '운동', '워밍업']",sports
"['진짜', '체력', '진짜']",sports
"['분도', '정말', '이름', '정착']",sports
"['복근', '신유', '산소', '이제', '영상']",sports
"['마지막', '스트레칭', '운동', '오늘']",sports
"['부부', '어디']",sports
"['매일', '공복', '산소', '운동', '영상', '진짜', '대박', '진짜', '진짜', '영상']",sports
"['가계', '시간', '운동']",sports
"['운동', '활성산소', '때문']",sports
['오운완'],sports
"['부부', '유튜버', '하나라', '동영상', '정말', '도움']",sports
"['남자친구', '몸매', '관리', '하라', '통보', '이별', '슬픔', '부부', '오늘', '부부', '전남친', '핵핵', '맛좀']",sports
"['에바', '영상', '들숨', '건강', '날숨', '재력']",sports
['이틀'],sports
"['출산', '한지', '개월', '도무지', '때문', '목표', '도전']",sports
"['시간', '정말', '빼기', '목표', '매일']",sports
"['운동', '최근']",sports
"['보통', '칼로리', '정도', '소모']",sports
[],sports
"['운동', '기분', '아주', '겨울', '운동']",sports
"['수험생', '수능', '남짓', '더욱', '시기', '동안', '공부', '불어', '체중', '이상', '초차', '운동', '칼로리', '소모', '운동', '영상', '정도', '줄줄', '정말', '처음', '하루', '분만', '운동', '정말', '마음', '드네', '시간', '운동', '공부', '정말']",sports
"['고이', '여기', '수험생', '살이', '수능', '이제', '체력', '지금', '운동', '수능', '수능', '얼마', '남아', '홧팅']",sports
"['허리', '파서']",sports
"['영상', '최고', '님들', '산소', '몇개', '이틀']",sports
"['공복', '유산', '소로', '심장', '바운스', '바운스', '기분', '하루', '시작']",sports
"['요즘', '살이', '우울', '부부', '운동', '영상', '모습', '내일', '긍정', '에너지']",sports
"['오늘', '홈트']",sports
"['부부', '영상', '매일', '힐링', '운동', '정말', '댓글', '한가지', '구간', '일단']",sports
"['대박', '그냥', '헬스장', '주말', '모닝', '운동']",sports
['욤앞'],sports
"['호흡', '정리']",sports
"['중학교', '운동', '고등학교', '입학', '운동', '운동', '느낌', '진짜', '눈물', '효과']",sports
"['뚝뚝', '산소', '스트레칭', '산소']",sports
"['일주일', '저녁', '현재', '다이어트', '보조', '필요', '야식', '간식']",sports
"['시간', '도전', '가유']",sports
"['아침', '스트레칭', '영상', '해도', '스트레칭', '하나']",sports
"['일단', '세트', '스트레칭', '부분', '생각', '스트레칭', '자주']",sports
"['일차', '오늘', '역시', '피부색', '소화도']",sports
"['춥다', '며칠', '후끈', '후끈']",sports
"['오늘', '도전', '생각', '세트', '겨우', '세트', '바퀴', '생각', '이번', '세트', '은근', '줄줄', '운동', '항상', '영상']",sports
"['처음', '중독', '항상', '영상']",sports
"['영상', '반년', '동안', '하루', '식사', '조절', '감량', '다른', '운동', '영상', '도움', '가장', '최고']",sports
"['혹시', '다른', '운동', '수고']",sports
"['칼로리', '소모', '얼마', '정도', '후반', '진짜']",sports
"['운동', '해도', '설명', '해주시', '화이팅']",sports
"['순간', '무릎', '관절', '무리', '최고']",sports
"['하씨', '사죄', '운동', '개인', '운동']",sports
"['최고다', '중간', '아침']",sports
"['영상', '최고', '다시', '처음', '해도', '다음', '하루', '체력', '경험', '오늘', '풀타임', '매일', '아침', '목표', '영상']",sports
"['부부', '악마', '운동', '주정', '체력', '운동', '매일', '마음', '다른', '운동', '병행', '벌써', '소릴', '기분']",sports
"['오늘', '저녁', '다이어트', '화이팅']",sports
"['전신', '다이어트', '최고', '운동', '허벅지', '다리', '최고', '운동', '운동', '다음', '허벅지', '안쪽', '현상', '신경', '정도', '운동', '수록', '내일', '아부지', '제안', '여행', '가기', '바디', '소리', '지금', '살짝', '통통']",sports
"['월달', '현재', '학생', '원래', '현재', '개월', '도달', '영상', '도움', '하루', '한번', '저녁', '먹기', '한번', '저녁', '이후', '주말', '배달', '한번', '그때', '하루', '한번', '현재', '키로']",sports
"['오늘', '땀방울', '뚝뚝', '기분']",sports
"['영상', '동안', '완전', '최공']",sports
"['처음', '처음', '지금', '영상']",sports
"['가족', '중환자', '운동', '제약', '구석', '한판', '질질', '건강', '근육', '부부']",sports
"['해인', '감비환', '살이', '진짜', '체질', '방법', '가까이']",sports
"['땅끄님', '덕분', '중때', '요요']",sports
"['항상', '포기', '영상', '다시', '한번', '운동', '눈물', '지경']",sports
"['이제야', '부부', '부부', '정말']",sports
"['다이어트', '마음', '잡고', '그냥', '여러분', '장난', '완전', '대박', '대박', '짱짱']",sports
"['진짜', '운동', '진짜', '얼굴', '진짜', '거미', '채널']",sports
"['월일', '아침', '운동']",sports
"['매일', '한번', '이재', '알다', '정말']",sports
['생각'],sports
"['해인', '감비환', '복용', '가까이']",sports
"['혹시', '호흡']",sports
"['세수', '중아', '중간', '한번', '중간', '중간', '포기', '멘트', '해주시', '코칭', '영상', '체력', '목표', '체중']",sports
"['내일', '모래', '몸무게', '여러분', '화이팅']",sports
"['운동', '울렁', '거려', '스트레칭']",sports
"['시작', '식단', '완료', '처음']",sports
"['부부', '신유', '산소', '층간소음', '층간소음', '버전', '운동']",sports
['진자'],sports
"['어깨', '통증', '운동', '부탁', '스트레칭', '바닥', '어깨', '십견', '운동']",sports
"['한번', '샤워', '몸무게', '다시', '키로']",sports
"['부부', '이제', '영상', '신규', '영상']",sports
"['여자', '여기저기', '소리', '가나', '고장', '이나', '나름', '스트레칭', '땡끄님', '범벅', '효과', '만점', '문자']",sports
"['매일', '한번', '요키']",sports
"['더욱더', '기분']",sports
"['운동', '영상', '처음', '다이어트', '시작', '독자', '사람', '이유', '성공', '화이팅']",sports
"['오지', '정상']",sports
"['운동', '체크']",sports
"['체육', '수업', '정말']",sports
"['파트너', '운동', '클리어']",sports
"['다이어트', '시작', '한지', '주정', '사람', '항상', '운동', '최근', '시도', '시간', '운동', '자주', '이용']",sports
"['일주일', '매일', '처음', '땐느', '다음', '근육통', '때문', '거의', '기어', '차요']",sports
['폭포'],sports
"['운동', '윤통', '심해']",sports
"['매일', '아침', '루틴', '운동', '최고']",sports
"['살라', '지리']",sports
[],sports
"['벤제마', '논스톱', '감차']",sports
"['라멜라', '피모', '감차']",sports
"['뜬금', '리그']",sports
"['우리나라', '리그', '중거리', '평가전', '무슨', '미터', '드리블', '패스', '대체', '언제', '무슨', '유효', '슈팅', '상대', '수비', '실수', '하나', '손흥민', '프리킥']",sports
['역시'],sports
"['관중', '모자', '웃기']",sports
"['형님', '무슨', '대포', '조선시대', '대포']",sports
"['모우', '모자', '기네']",sports
"['홍범석', '데뷔전', '데뷔골', '비슷']",sports
"['골키퍼', '수준', '카시야스', '정도', '골키퍼', '이제']",sports
"['비니', '우스', '벤제마']",sports
"['분초', '메시']",sports
"['왼발', '보고']",sports
"['맨유', '희망']",sports
"['살라', '아웃', '프런트', '패스', '진짜', '예술', '모드리치']",sports
['외질'],sports
"['티아고', '진짜', '레전드']",sports
[],sports
"['살라', '음바페', '황제']",sports
[],sports
"['라리가', '비율']",sports
"['특정', '클럽']",sports
"['더비', '동경', '원더', '골도', '코바', '치치', '원더', '이건', '완전', '슈퍼']",sports
"['갑자기', '그린우드']",sports
"['티아고', '어뢰', '레전드']",sports
"['세레모니', '관중석', '관중', '모자', '다시']",sports
"['티아고', '진짜']",sports
"['저런', '칸셀루', '월드컵']",sports
"['맨유', '그린우드', '때문']",sports
"['칸셀', '놀드']",sports
"['동경', '아악', '해설위원', '오리가']",sports
"['알단', '살라', '분명']",sports
"['브라질', '네이마르', '굳이', '비닐']",sports
['헤리'],sports
['손흥민'],sports
"['아놀드', '칸셀루', '비닐', '살라', '벤제마', '띄넹', '호강']",sports
"['프리킥', '영어', '프리킥']",sports
['벤제마'],sports
"['살라', '어시스트']",sports
"['바인', '마지막', '모자', '기네']",sports
['진짜'],sports
"['내년', '풀백', '토티', '칸셀루', '아놀드']",sports
['살라'],sports
"['모우', '리스', '모자', '기네']",sports
"['라멜라', '토트넘']",sports
"['역시', '황버풀', '원더', '전문']",sports
"['벤제마', '게임']",sports
['리그'],sports
"['티아고', '라이', '패스트볼', '진짜', '레전드']",sports
"['바운드', '잔디', '공기', '타고', '진짜', '라이브']",sports
"['아놀드', '중거리', '지리']",sports
['알칸타라'],sports
['모우'],sports
['데바'],sports
"['크로스', '논스톱', '패스', '섹스']",sports
"['정보', '프리킥', '이번', '이적', '루이스', '디아즈', '파울']",sports
"['자기', '리그', '이적', '챔스', '속셈']",sports
"['비니', '우스', '프로토', '레알', '막폴일', '마다', '삽질']",sports
"['모우', '모자', '웃기']",sports
"['중간', '리그']",sports
"['아놀드', '칸셀루', '풀백', '둘이서', '경쟁', '듯이', '하이라이트', '개멋']",sports
"['살라', '진짜', '건가', '호강', '오지']",sports
"['스털링', '챔스', '홈런', '터치', '연습', '건가']",sports
"['다른', '시즌', '몇번', '정도', '티아고', '시즌', '한번']",sports
"['티아고', '뉴턴', '바가지']",sports
"['아씨', '중간', '리그']",sports
['티아고'],sports
"['개쩌', '특정', '리그', '특정', '편중', '생각', '이드']",sports
"['특정', '리그', '특정', '리그', '어디']",sports
['손흥민'],sports
